timestamp,type,detail
1781098223.792170,FSA,[FSA] Rule violation: Conflict->Braking
1781098223.833929,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.6637204885482788, IDS2=0.23578232526779175)"
1781098223.833929,FSA,[FSA] Rule violation: Braking->Braking
1781098223.861380,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.5605342388153076, IDS2=0.2400551438331604)"
1781098223.861380,FSA,[FSA] Rule violation: Braking->Braking
1781098223.936002,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.491365522146225, IDS2=0.25050216913223267)"
1781098223.936002,FSA,[FSA] Rule violation: Braking->Braking
1781098223.976341,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.48207205533981323, IDS2=0.2562897801399231)"
1781098223.976341,FSA,[FSA] Rule violation: Braking->Braking
1781098224.137150,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4507367014884949, IDS2=0.25887438654899597)"
1781098224.137150,FSA,[FSA] Rule violation: Braking->Braking
1781098224.211358,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.47427573800086975, IDS2=0.25981706380844116)"
1781098224.211358,FSA,[FSA] Rule violation: Braking->Braking
1781098224.404009,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4523618221282959, IDS2=0.2601308524608612)"
1781098224.404009,FSA,[FSA] Rule violation: Braking->Braking
1781098243.519187,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.5439391136169434, IDS2=0.23442032933235168)"
1781098243.519187,Signal Logic,"[SignalLogic]Speed jump: prev=1100, curr=3186, Δ=2086"
1781098243.519187,FSA,[FSA] Rule violation: Braking->Conflict
1781098243.557480,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.6356178522109985, IDS2=0.2504344880580902)"
1781098243.557480,FSA,[FSA] Rule violation: Conflict->Conflict
1781098243.592282,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.5295873880386353, IDS2=0.24999399483203888)"
1781098243.592282,FSA,[FSA] Rule violation: Conflict->Conflict
1781098243.630441,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4830114245414734, IDS2=0.24496877193450928)"
1781098243.630441,FSA,[FSA] Rule violation: Conflict->Conflict
1781098243.673759,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.464773029088974, IDS2=0.24261824786663055)"
1781098243.673759,FSA,[FSA] Rule violation: Conflict->Conflict
1781098243.719534,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4533303380012512, IDS2=0.2416437715291977)"
1781098243.719534,FSA,[FSA] Rule violation: Conflict->Conflict
1781098243.774147,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4469769597053528, IDS2=0.2412785142660141)"
1781098243.774147,FSA,[FSA] Rule violation: Conflict->Conflict
1781098243.852685,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44390907883644104, IDS2=0.24114249646663666)"
1781098243.852685,FSA,[FSA] Rule violation: Conflict->Conflict
1781098243.902641,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4513698220252991, IDS2=0.2410939484834671)"
1781098243.902641,FSA,[FSA] Rule violation: Conflict->Conflict
1781098243.995612,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4428252577781677, IDS2=0.24107658863067627)"
1781098243.995612,FSA,[FSA] Rule violation: Conflict->Conflict
1781098244.071150,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.4525085389614105, IDS2=0.2410704642534256)"
1781098244.071150,FSA,[FSA] Rule violation: Conflict->Conflict
1781098244.114789,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.45493078231811523, IDS2=0.24106824398040771)"
1781098244.114789,FSA,[FSA] Rule violation: Conflict->Conflict
1781098244.155226,JanetMLIDS,"[JanetMLIDS] Attack detected (reason=ids1_threshold, IDS1=0.44810694456100464, IDS2=0.24106743931770325)"
